sr_no,state,mp_name,constituency,allocated_amount,project_count,spent_percentage,completion_percentage
245,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0,7,86.72565087918574,58.55816308720098
246,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0,10,30.15183713575509,49.36768690556728
247,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0,11,56.96284085637457,75.41831267051472
248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,11,61.957316720865975,99.15544554658922
249,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,233721420.96,9,70.91117577176436,40.419533303152456
250,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0,11,42.67485387537351,22.929093854541875
251,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0,13,79.5169867122126,80.82069718590303
252,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0,6,75.68952960656296,72.97843434222868
253,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0,7,74.5933402008322,56.65393404930896
254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,13,93.34629308322553,46.04033592161811
255,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0,8,61.59295424547377,46.830725471422184
256,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0,11,41.73034122553643,42.65947421571549
257,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0,6,46.32714932408401,39.623886987103404
258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,5,48.406029448005455,39.565280258931644
259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,5,32.54722549304262,81.180649338278
260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,15,81.32232957935551,47.19606481682911
261,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,6,90.61865049359224,25.793086096510542
262,Rajasthan,LUMBARAM,JALORE,147000000.0,14,45.39576779380121,44.23473887283346
263,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,11,47.33075351729157,76.89122322117379
264,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0,12,91.82725252763834,89.33274576808043
265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,15,74.93938000870352,75.88790564338798
266,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0,11,68.33733763467326,45.69938750868865
267,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0,6,71.22410224893827,36.48208815580098
268,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0,7,40.55914382831375,88.06127419672887
269,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0,5,36.78470259954638,94.77483160946244
270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,13,90.01969007124579,60.42837691923446
271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,14,47.17070083687995,22.62424660449802
272,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0,5,34.72049964320354,81.73072272887046
273,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0,15,90.5164477481556,72.63736283155734
274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593.0,8,91.9427161050487,63.352098941712484
275,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0,5,52.979391684282376,36.98992135699108
276,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0,14,51.93241810967095,98.15097960893327
277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,15,59.35403969770419,84.14262267585728
278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,14,88.87383489839748,74.41927524902816
279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,13,32.65785007641048,34.700713419675594
280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,11,76.58668174662701,60.043223066712414
281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,9,79.78472406764988,42.31948815403699
282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,14,31.471129060435324,35.457556570517866
283,Haryana,MANOHAR LAL,KARNAL,147000000.0,5,44.988320708520824,95.64066252792168
284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,13,31.716042984104977,32.211303605160495
285,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0,8,33.62058789065721,38.84454658777865
286,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,6,94.31442145166876,99.38444640454864
287,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,11,72.51277732353849,62.25231070496311
288,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,13,36.52254705838513,43.730949143223974
289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,9,86.08771286541135,62.55036664610412
290,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,14,77.24666073297026,97.83151856962053
291,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,10,89.03328775223112,25.419783248037568
292,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,8,60.70831820169428,40.71259117437713
293,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,5,37.47442539126632,64.46794899135853
294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,14,45.56656036109668,72.35874972532403
295,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,8,65.24233978514683,21.982754428261853
296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,5,45.58463134058573,77.42156354547208
297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,11,47.327850288122235,82.79614022470494
298,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,10,31.27739621562691,65.80784715781408
299,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,7,43.672360194489706,76.77914075586304
300,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,10,33.78513461456572,98.60700800652832
301,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,10,32.69512068853705,25.264614310952638
302,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,12,34.175808605905054,79.25770071942495
303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,9,88.06920351086058,32.5051747624666
304,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,9,69.0195567996029,86.91037880278058
305,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,6,90.27688693875317,28.162446266677172
306,Maharashtra,NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,147000000.0,5,56.708943906237565,56.33746905534771
307,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,11,87.37232688163928,40.00581935810992
308,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,6,92.8782872913093,85.89719932488498
309,Haryana,NAVEEN JINDAL,KURUKSHETRA,147000000.0,9,72.79679971268747,50.86381769950016
310,Uttar Pradesh,NEERAJ MAURYA,AONLA,147000000.0,6,61.30252193268032,86.27090438071929
311,Maharashtra,NILESH DNYANDEV LANKE,AHMEDNAGAR,147000000.0,13,44.357727308728606,61.13771872720026
312,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,BHAVNAGAR,147000000.0,12,91.26029766589087,97.02354673953714
313,Jharkhand,Nishikant Dubey,GODDA,147000000.0,14,70.25171398936442,86.46722995016466
314,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,15,48.16773347105635,60.554105591863696
315,Bihar,Nityanand Rai,UJJARPUR,147000000.0,15,46.985324798168385,87.8122196610323
316,Rajasthan,Om Birla,KOTA,163906956.6,14,90.47987458455255,69.43724772415004
317,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,13,37.19973295776219,91.24461754028182
318,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,14,53.83134730143628,41.27106289822721
319,Uttar Pradesh,Pankaj Chowdhary,MAHARAJGANJ_UP,147000000.0,6,52.40435037895297,33.79620997663811
320,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,10,47.46761674555873,43.37361231319376
321,Gujarat,PARSHOTTAMBHAI RUPALA,RAJKOT,147000000.0,10,62.558758935384475,79.08879252176631
322,West Bengal,PARTHA BHOWMICK,BARRACKPUR,147000000.0,12,60.88477186795549,42.03087600005394
323,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,167541747.11,13,84.30244973841718,60.066819659798995
324,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,DAMAN and DIU,245063957.0,8,50.548146744905786,97.08776604832163
325,West Bengal,PATHAN YUSUF,BAHARAMPUR,147000000.0,14,43.652504716049286,79.65369167962487
326,Assam,PHANI BHUSAN CHOUDHURY,BARPETA,147000000.0,5,68.7079705515709,82.98647480045611
327,Maharashtra,Piyush Vedprakash Goyal,MUMBAI NORTH,147000000.0,8,56.67301542273317,38.39929591529884
328,Andhra Pradesh,PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),147000000.0,13,33.42897276676266,57.85466870145049
329,Gujarat,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),147000000.0,6,41.812065711938274,96.98818228380817
330,Assam,Pradan Baruah,LAKHIMPUR,147000000.0,7,58.61099242993401,62.95253690798805
331,Bihar,Pradeep Kumar Singh,ARARIA,147000000.0,8,75.83605314531499,33.35864990465489
332,Odisha,PRADEEP PUROHIT,BARGARH,147000000.0,10,90.06757683763146,76.7792726477899
333,Assam,Pradyut Bordoloi,NOWGONG,98000000.0,15,49.70737666353785,27.00500987221142
334,Karnataka,Pralhad Venkatesh Joshi,DHARWAD,147000000.0,14,55.684473040004164,56.273120347761456
335,Maharashtra,PRANITI SUSHILKUMAR SHINDE,SOLAPUR(SC),147000000.0,7,55.807066917855266,56.61597823534458
336,West Bengal,Prasun Banerjee,HOWRAH,147000000.0,9,91.61675358475843,97.05772740003943
337,Odisha,Pratap Chandra Sarangi,BALASORE,147064254.11,9,75.46785666378162,59.93822179110299
338,Maharashtra,Prataprao Jadhav,BULDHANA,147000000.0,8,68.15049431445908,23.949370025322363
339,West Bengal,Pratima Mondal,JOYNAGAR(SC),147000000.0,6,39.22838291870538,92.54080941342687
340,Delhi,Praveen Khandelwal,CHANDINI CHOWK,147470276.0,7,57.127523245574594,69.21123166969733
341,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,9,59.841694671238784,53.436264179401654
342,Uttar Pradesh,PRIYA SAROJ,MACHHLISHAHR(SC),147000000.0,10,84.21942674775268,62.71108442353394
343,Kerala,Priyanka Gandhi Vadra,WAYANAD,122500000.0,10,76.14092115897841,56.71587311328391
344,Karnataka,PRIYANKA SATISH JARKIHOLI,CHIKKODI,147000000.0,7,94.75090888962771,68.49783662816063
345,West Bengal,Prof Sougata Ray,DUM DUM,147000000.0,12,44.209880911029856,98.58832575433725
346,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),147000000.0,12,94.13806381039468,93.89404512468218
347,Uttar Pradesh,PUSHPENDRA SAROJ,KAUSHAMBI(SC),147000000.0,9,87.32182232995069,48.03286871100259
348,Andhra Pradesh,Putta Mahesh Kumar,ELURU,147000000.0,12,51.82668790881402,41.77819829054685
349,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),147000000.0,12,35.88701699513388,65.07709685580653
350,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,5,57.1417122662867,63.2485281276396
351,West Bengal,RACHNA BANERJEE,HOOGHLY,147000000.0,12,80.58175368561153,23.06370273622269
352,Bihar,Radha Mohan Singh,PURVI CHAMPARAN,147000000.0,10,60.71843809146824,70.17114084938753
353,Karnataka,RADHAKRISHNA,GULBARGA(SC),147000000.0,6,87.2130760012165,93.11025377624064
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,12,50.743019472587875,60.05279348134171
355,Uttar Pradesh,RAHUL GANDHI,RAE BARELI,147000000.0,8,64.52151158701622,36.358046715042406
356,Rajasthan,Rahul Kaswan,CHURU,147000000.0,12,69.71555419089077,73.32923391560142
357,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,12,75.44010142052312,53.3483877614249
358,Bihar,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,147000000.0,15,56.49077625612743,57.791152843468645
359,Rajasthan,RAJ KUMAR ROAT,BANSWARA(ST),147000000.0,14,58.947056018469056,69.34788786620953
360,Bihar,RAJA RAM SINGH,KARAKAT,147000000.0,13,78.38401929669634,20.521108779474766
361,Maharashtra,RAJABHAU,NASHIK,152878682.11,11,51.78848382926531,42.70876956877552
362,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,10,90.36449856868367,30.190537658656964
363,Uttar Pradesh,RAJEEV RAI,GHOSI,147000000.0,13,85.7180174990144,44.28050884871272
364,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,147000000.0,6,74.9690698637149,46.46823049240814
365,Bihar,RAJESH VERMA,KHAGARIA,147000000.0,11,45.20400702478934,65.32588909795314
366,Gujarat,Rajeshbhai Naranbhai Chudasama,JUNAGADH,147000000.0,15,50.66711959495025,94.93568302898521
367,Bihar,Rajiv Pratap Rudy,SARAN,147000000.0,9,78.98506665734718,83.30274298725278
368,Bihar,Rajiv Ranjan (Lalan) Singh,MUNGER,147000000.0,10,37.843105054290916,95.52411724300434
369,Uttar Pradesh,Rajkumar Chahar,FATEHPUR SIKRI,147000000.0,8,30.837995910701636,87.17583506400537
370,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,5,70.35396142947172,73.38256096356683
371,Gujarat,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,147000000.0,8,68.2304993558847,90.85288085177476
372,West Bengal,Raju Bista,DARJEELING,147000000.0,9,93.0940675286315,82.00240024660803
373,Uttar Pradesh,RAKESH RATHOR,SITAPUR,147000000.0,8,89.91631887018713,21.294084514107716
374,Assam,RAKIBUL HUSSAIN,DHUBRI,147000000.0,5,86.71109768635577,28.939396611269697
375,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,204176957.11,5,87.93727927579292,83.49863114459177
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,12,81.46251082461268,90.16697719320945
377,Telangana,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,147000000.0,13,33.01208289849984,39.756791161145316
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,14,37.33833796929327,33.47482302651403
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,13,70.85553064038838,86.28381245199596
380,Uttar Pradesh,RAMESH AWASTHI,KANPUR,147000000.0,7,84.11597138250072,29.659653882448094
381,Karnataka,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),269500000.0,5,89.61269279734294,95.20485405937605
382,Bihar,Ramprit Mandal,JHANJHARPUR,147000000.0,7,54.32102462868123,82.12395042339037
383,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100.0,15,62.83114641063292,64.343448565331
384,Assam,RANJIT DUTTA,Sonitpur,147000000.0,7,67.13635840484152,79.363377081261
385,Haryana,Rao Inderjit Singh,GURGAON,147000000.0,10,65.17525742235276,79.56565304869382
386,Rajasthan,Rao Rajendra Singh,JAIPUR RURAL,147000000.0,11,31.562115083054096,31.677744871550413
387,Bihar,Ravi Shankar Prasad,PATNA SAHIB,147000000.0,14,68.13822716365077,40.741894013800405
388,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,147000000.0,13,72.90056235274221,44.37263522960244
389,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,147000000.0,6,90.57865002156342,81.13685253999971
390,Maharashtra,Ravindra Vasantrao Chavan,NANDED,147000000.0,10,45.39743889301887,38.40684986730996
391,Mizoram,RICHARD VANLALHMANGAIHA,MIZORAM (ST),147000000.0,9,56.82728036084875,52.350050454775996
392,Tamil Nadu,ROBERT BRUCE C,TIRUNELVELI,147475440.11,13,92.68645590424194,87.24526373255824
393,Madhya Pradesh,Rodmal Nagar,RAJGARH,147000000.0,13,94.46574629830604,57.859956935101806
394,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414.0,15,90.7077060490397,59.8390526003117
395,Uttar Pradesh,RUCHI VIRA,MORADABAD,147000000.0,15,40.977602175350256,23.97355947189986
396,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,5,48.74461183341273,80.0872226112212
397,Nagaland,S SUPONGMEREN JAMIR,NAGALAND,147000000.0,7,63.585985452836695,99.10969194662263
398,Tamil Nadu,S Venkatesan,MADURAI,147000000.0,7,87.30110065208493,61.66798251205904
399,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,14,38.128649980432314,96.42823998419021
400,Tamil Nadu,SACHITHANANTHAM R,DINDIGUL,147000000.0,6,63.03288041443999,20.258952616012653
401,Karnataka,SAGAR ESHWAR KHANDRE,BIDAR,147000000.0,14,43.97001992356488,45.32472790250925
402,Meghalaya,SALENG A SANGMA,TURA,147000000.0,5,75.3845271434769,35.526964932742445
403,Odisha,SAMBIT PATRA,PURI,147000000.0,7,78.07486441160731,26.997885279090053
404,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,8,38.66525864332517,24.469141434859
405,Maharashtra,SANJAY DINA PATIL,MUMBAI NORTH EAST,147000000.0,14,88.028370320195,39.45165031573313
406,Maharashtra,Sanjay Haribhau Jadhav,PARBHANI,147000000.0,13,47.244809763822104,88.54813787613165
407,Bihar,Sanjay Jaiswal,PASCHIM CHAMPARAN,147000000.0,14,67.92398070083651,34.53637791381424
408,Telangana,Sanjay Kumar Bandi,KARIMNAGAR,172775317.11,14,84.11430127339761,56.96531288279335
409,Jharkhand,Sanjay Seth,RANCHI,147064357.11,6,47.081452954677,34.4273958651327
410,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423.0,7,46.48805025671534,90.8025470782175
411,Rajasthan,SANJNA JATAV,BHARATPUR(SC),147000000.0,9,81.57612730044005,61.06563797512959
412,Chhattisgarh,Santosh Pandey,RAJNANDGAON,147000000.0,5,90.88594215047101,58.019036862786194
413,Odisha,Saptagiri Sankar Ulaka,KORAPUT(ST),269500000.0,11,63.22212520053603,59.35485560788658
414,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,7,36.9373810432533,51.488640085862826
415,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000.0,7,89.12183368740133,71.48237205063212
416,Haryana,SATPAL BRAHAMCHARI,SONEPAT,147000000.0,13,77.9474887290676,43.53284948014918
417,West Bengal,Saumitra khan,BISHNUPUR(SC),147000000.0,11,46.92513708463533,35.151155011676224
418,Madhya Pradesh,SAVITRI THAKUR,DHAR(ST),147000000.0,9,33.60554833064714,98.027211743918
419,West Bengal,SAYANI GHOSH,JADAVPUR,147000000.0,8,56.450737757961406,71.31697736850329
420,Haryana,SELJA,SIRSA(SC),147000000.0,14,41.46692911393257,84.62877545387842
421,Tamil Nadu,SELVAGANAPATHI T M,SALEM,147000000.0,10,79.56858864789706,35.27223664890326
422,Tamil Nadu,SELVARAJ V,NAGAPATTINAM(SC),147000000.0,6,36.64490332945565,84.51091110040306
423,Kerala,SHAFI PARAMBIL,VADAKARA,147000000.0,14,58.24171897946269,59.82783332289817
424,Bihar,SHAMBHAVI,SAMASTIPUR(SC),147000000.0,7,61.87565466868082,40.34392755041046
425,Madhya Pradesh,Shankar Lalwani,INDORE,147000000.0,5,79.31825151525956,84.97707465711613
426,Uttar Pradesh,SHASHANK MANI,DEORIA,147000000.0,10,83.61358112707994,65.66075030311345
427,West Bengal,Shatrughan Sinha,ASANSOL,147000000.0,8,48.79663909611338,31.97754119181444
428,Punjab,SHER SINGH GHUBAYA,FIROZPUR,147000000.0,11,78.32693164829072,74.59749274263334
429,Madhya Pradesh,SHIVMANGAL SINGH TOMAR,MORENA,147000000.0,5,76.76563742868646,23.07600428315224
430,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,VIDISHA,147000000.0,9,31.598382998153394,26.079860987539007
431,Karnataka,SHOBHA KARANDLAJE,BANGALORE NORTH,147000000.0,7,48.72366662569055,77.0459734639664
432,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,147000000.0,14,74.76151715931007,26.904250868514204
433,Karnataka,SHREYAS. M. PATEL,HASSAN,147000000.0,9,71.43265157712875,35.54521545467486
434,Haryana,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,147000000.0,11,53.731715046264625,31.722908278571566
435,West Bengal,Shri Abhishek Banerjee,DIAMOND HARBOUR,147000000.0,6,78.11634450640386,46.43912468141345
436,Punjab,Shri Amar Singh,FATEHGARH SAHIB(SC),147000000.0,9,60.43749728611146,96.98098951402335
437,Gujarat,Shri Amit Shah,GANDHINAGAR,147000000.0,15,47.91468978508475,44.56584119510214
438,Madhya Pradesh,Shri Anil Firojiya,UJJAIN(SC),147000000.0,9,56.35655591667489,60.61627457185929
439,Rajasthan,Shri Arjun Ram Meghwal,BIKANER(SC),147000000.0,12,76.62387883278912,45.804179661335844
440,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),147000000.0,5,91.59980721089738,73.3866866788739
441,Karnataka,Shri B Y Raghavendra,SHIMOGA,147000000.0,12,30.551783681630592,23.104121450291952
442,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,7,41.28470748640323,35.72400182348338
443,Odisha,Shri Bhartruhari Mahtab,CUTTACK,147000000.0,5,81.30718808950948,40.597505260801334
444,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,147000000.0,6,87.57031032306497,22.272976610924992
445,West Bengal,Shri Deepak (Dev) Adhikari,GHATAL,200747364.0,7,35.60638948894921,80.24401191005283
446,Punjab,Shri Gurjeet Singh Aujla,AMRITSAR,147000000.0,7,49.28712960932229,41.91714036160992
447,Rajasthan,Shri Hanuman Beniwal,NAGAUR,147000000.0,5,75.55080374771038,42.14642100901082
448,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,15,81.72884671800729,71.23012444910796
449,Bihar,Shri Janardan Singh Sigriwal,MAHARAJGANJ_BR,147000000.0,12,34.28448727119046,47.3380001221898
450,Odisha,Shri Jual Oram,SUNDARGARH (ST),173096756.91,14,52.858977408979655,81.18050122012416
451,Jammu And Kashmir,Shri Jugal Kishore Sharma,JAMMU,147000000.0,11,68.11840437646174,68.25232895864943
452,West Bengal,Shri Jyotirmay Singh Mahato,PURULIA,147000000.0,15,77.00866380153641,32.80274339992246
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,9,50.94519036492298,20.382464302591874
454,Kerala,Shri Kumbakudi Sudhakaran,KANNUR,147000000.0,6,59.58936045765836,42.154376458869926
455,Karnataka,Shri LS Tejasvi Surya,BANGALORE SOUTH,147000000.0,6,93.17949738042093,38.06689314792814
456,Kerala,Shri M K Raghavan,KOZHIKODE,147000000.0,9,30.14231341116281,88.09599661232818
457,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,9,43.07598607425485,89.73658480223783
458,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,9,34.42133269314882,28.573993496624883
459,Rajasthan,Shri PP Chaudhary,PALI,147000000.0,6,31.994425784043724,65.95284241211041
460,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,9,33.183660026888326,86.13467148110945
461,Assam,Shri Sarbananda Sonowal (18LS),DIBRUGARH,147000000.0,15,91.5780222356091,54.95693439019565
462,Uttar Pradesh,Shri Satish Kumar Gautam,ALIGARH,147000000.0,15,85.376861185766,73.63844345103169
463,West Bengal,Shri Shantanu Thakur,BANGAON(SC),147000000.0,14,51.32610113181072,56.46196562472815
464,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,6,40.14066241759336,27.985881168367044
465,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),172429519.11,7,30.515385012767073,34.24556569346436
466,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,147000000.0,9,64.1913570515924,37.87884107952937
467,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000.0,13,74.0345242733388,99.10061900669075
468,Maharashtra,Shrikant Eknath Shinde,KALYAN,147000000.0,12,85.18371765077785,34.55211572871762
469,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,147000000.0,9,50.259925228281276,38.198440686617346
470,Goa,Shripad Yesso Naik,NORTH GOA,147000000.0,12,53.89681595265034,99.3106974717642
471,Maharashtra,Shrirang Appa Barne,MAVAL,147000000.0,12,87.00218329017338,57.32227967397812
472,Maharashtra,Shyamkumar,RAMTEK(SC),147000000.0,7,93.48217215828016,56.68732966803116
473,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,147000000.0,9,55.641098415700384,48.41625953358758
474,West Bengal,SK NURUL ISLAM,BASIRHAT,49000000.0,15,88.86403329173572,67.39771678358437
475,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,13,65.68326606887226,48.864163967039005
476,Uttar Pradesh,Smt Anupriya Patel,MIRZAPUR,147000000.0,7,78.33662257430521,59.39266251823212
477,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,147420861.41,12,78.03469396815288,95.66755985535265
478,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,10,52.40413602945122,83.12619582821793
479,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,8,75.91033006642948,66.40848129621862
480,Uttar Pradesh,Smt Hema Malini,MATHURA,147000000.0,9,50.706587550430115,91.42161113644431
481,Madhya Pradesh,Smt Himadri Singh,SHAHDOL (ST),150724861.11,10,58.596121901437186,92.47286773451889
482,Gujarat,Smt Poonamben Hematbhai Maadam,JAMNAGAR,147000000.0,11,72.43318128400189,77.03873778756363
483,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,6,79.16689258318995,27.682088705990616
484,Tamil Nadu,Smt S Jothimani,KARUR,147000000.0,9,75.97897611296757,40.98148575577732
485,West Bengal,Smt Sajda Ahmed,ULUBERIA,147000000.0,9,75.27035514321686,36.47004276447846
486,Madhya Pradesh,Smt Sandhya Ray,BHIND(SC),147000000.0,14,84.61449430818594,26.878787636316723
487,Odisha,Smt Sangeeta Kumari Singh Deo,BOLANGIR,147000000.0,13,68.36213130059413,52.75535092712011
488,West Bengal,Smt Satabdi Roy (Banerjee),BIRBHUM,147000000.0,9,78.0958499886975,84.00450139749944
489,Maharashtra,Smt Supriya Sadanand Sule,BARAMATI,147000000.0,6,40.105241264481265,57.134468732457776
490,Bihar,Smt Veena Devi,VAISHALI,147000000.0,7,77.31215932213868,47.00864432857305
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922.0,15,85.18298704443492,93.4301532563062
492,Bihar,SUDAMA PRASAD,ARRAH,147000000.0,9,92.12164961798649,34.08839940241913
493,Tamil Nadu,SUDHA R,MAYILADUTHURAI,147332315.11,15,46.70611216411855,21.55327502936033
