sr_no,state,mp_name,constituency,allocated_amount,project_count,spent_percentage,completion_percentage,state_median,state_mad,deviation_score,is_high_spender,is_low_spender,efficiency_score,financial_risk,duplicate_risk,performance_risk,risk_score,risk_level,risk_explanation,explanation_summary
150,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0,10,37.57897153751251,59.29410926125532,147000000.0,1.0,0.0,False,False,1.5778534333241685,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹55,241,088.16 vs ₹87,162,340.61.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
151,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,6,55.61210176782015,63.34881038803463,147000000.0,4877316.555000007,4.804697592567883,True,False,1.1391191552607585,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹170,434,031.11 > ₹161,631,949.67.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹94,781,946.83 vs ₹107,967,931.20.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
152,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0,13,56.67244512959562,98.5472350093888,147000000.0,1.0,0.0,False,False,1.738891533337516,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹83,308,494.34 vs ₹144,864,435.46.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
153,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0,13,66.7090001359458,25.500478172983883,147000000.0,1.0,0.0,False,False,0.3822644338997232,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹98,062,230.20 vs ₹37,485,702.91.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
154,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0,5,64.26708511172033,85.67762025273856,147000000.0,1.0,0.0,False,False,1.333149311250054,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹94,472,615.11 vs ₹125,946,101.77.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,12,73.73834662731332,74.28283310698556,147000000.0,1.0,12680283.389999986,True,False,1.0073840342857725,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹159,680,283.39 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹117,745,600.86 vs ₹118,615,038.42.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
156,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,12,89.49229552021487,60.917282806557424,147000000.0,1.0,0.0,False,False,0.6806986283282587,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹131,553,674.41 vs ₹89,548,405.73.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
157,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,15,48.56571411826974,30.596986814907623,147000000.0,1.0,115724510.35,True,False,0.630012085077062,80,0,50,44.55,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹262,724,510.35 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹127,594,034.62 vs ₹80,385,783.79.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 50}"
158,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,6,91.87085668577733,27.18594313089393,147000000.0,1.0,0.0,False,False,0.2959147667891795,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹135,050,159.33 vs ₹39,963,336.40.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
159,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,11,74.40638831087182,73.4763151499395,147000000.0,1.0,0.0,False,False,0.98750008995133,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹109,377,390.82 vs ₹108,010,183.27.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
160,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,11,69.60365904736827,68.82644936187002,147000000.0,1.0,0.0,False,False,0.9888337812101324,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹102,317,378.80 vs ₹101,174,880.56.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
161,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,13,41.70153073782093,99.8957353029512,147000000.0,1.0,0.0,False,False,2.0,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹61,301,250.18 vs ₹146,846,730.90.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
162,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,12,38.40444864618794,21.246438750705394,147000000.0,1.0,0.0,False,False,0.5532285841789928,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹56,454,539.51 vs ₹31,232,264.96.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
163,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,12,43.46435330113082,63.864017912806254,147000000.0,1.0,0.0,False,False,1.4693424165394104,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹63,892,599.35 vs ₹93,880,106.33.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,5,77.68230527402736,90.0208282455572,147000000.0,1.0,4569502.909999996,True,False,1.158833120721704,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹151,569,502.91 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹117,742,683.95 vs ₹136,444,121.89.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
165,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0,8,61.468973098434965,80.41448462033063,147000000.0,1.0,0.0,False,False,1.3082125919292122,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹90,359,390.45 vs ₹118,209,292.39.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
166,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0,5,66.46929492961516,76.51843084144517,147000000.0,1.0,0.0,False,False,1.1511846322797783,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹97,709,863.55 vs ₹112,482,093.34.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
167,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,12,92.51663955030804,23.04300148183181,147000000.0,4877316.555000007,3.464173776598347,True,False,0.2490687252999678,80,0,80,52.73,YELLOW,"{'financial': 'Allocation is 3x above the state median threshold: ₹163,895,872.11 > ₹161,631,949.67.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹151,630,953.24 vs ₹37,766,528.24.', 'combined': 'Overall risk level YELLOW from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 80}"
168,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,8,85.7333812464151,29.20242554912771,147000000.0,1.0,180477390.86,True,False,0.3406190812093835,80,0,80,52.73,YELLOW,"{'financial': 'Allocation is 3x above the state median threshold: ₹327,477,390.86 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹280,757,440.00 vs ₹95,631,341.26.', 'combined': 'Overall risk level YELLOW from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 80}"
169,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,13,83.46002184799507,55.81467443491681,147000000.0,1.0,15315106.110000014,True,False,0.6687594035929146,80,0,50,44.55,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹162,315,106.11 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹135,468,223.02 vs ₹90,595,648.03.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 50}"
170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,13,36.26684065094887,39.533786729866,147000000.0,1.0,4861648.409999996,True,False,1.090080801643571,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹151,861,648.41 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹55,075,422.04 vs ₹60,036,660.21.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
171,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0,11,37.78206976818334,50.9355863012342,147000000.0,1.0,0.0,False,False,1.3481417670804143,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹55,539,642.56 vs ₹74,875,311.86.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
172,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0,9,32.73284860223709,59.026773032034654,147000000.0,1.0,0.0,False,False,1.803288609229095,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹48,117,287.45 vs ₹86,769,356.36.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
173,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0,8,41.447282379970126,93.79510979526805,147000000.0,1.0,0.0,False,False,2.0,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹60,927,505.10 vs ₹137,878,811.40.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
174,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0,14,65.55011187734192,27.20586568397031,147000000.0,1.0,0.0,False,False,0.4150391952782357,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹96,358,664.46 vs ₹39,992,622.56.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
175,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,5,74.63131691454029,87.9815945543098,147000000.0,1.0,370490.1100000143,True,False,1.1788830505973356,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹147,370,490.11 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹109,984,537.51 vs ₹129,658,907.10.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
176,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,6,94.34951815794145,96.06539572465414,147000000.0,1.0,39508749.110000014,True,False,1.0181863945912295,80,0,0,30.91,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹186,508,749.11 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹175,970,106.11 vs ₹179,170,367.89.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 0}"
177,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,11,57.88856646151663,82.02154199617459,147000000.0,1.0,0.0,False,False,1.4168867361865174,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹85,096,192.70 vs ₹120,571,666.73.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
178,Assam,GAURAV GOGOI,JORHAT,147000000.0,5,56.3428199399599,67.73824454933873,147000000.0,1.0,0.0,False,False,1.202251584523495,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹82,823,945.31 vs ₹99,575,219.49.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
179,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,15,54.955273577724114,63.27841863528071,147000000.0,1.0,0.0,False,False,1.1514530729391246,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹80,784,252.16 vs ₹93,019,275.39.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
180,Bihar,Giridhari Yadav,BANKA,147000000.0,7,52.74678970629125,75.12595510956514,147000000.0,1.0,0.0,False,False,1.4242754019322748,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹77,537,780.87 vs ₹110,435,154.01.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
181,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,11,71.70007214872848,75.90306956532302,147000000.0,1.0,0.0,False,False,1.0586191518451502,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹105,399,106.06 vs ₹111,577,512.26.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
182,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,7,46.49859935719395,25.829392680511845,156430260.11,9430260.110000014,-1.0,False,False,0.5554875423686432,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹156,430,260.11.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹68,352,941.06 vs ₹37,969,207.24.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
183,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,7,36.95965435543205,88.66211947344732,147000000.0,1.0,0.0,False,False,2.0,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹54,330,691.90 vs ₹130,333,315.63.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
184,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,6,61.036536423042655,83.14022599511662,147000000.0,1.0,0.0,False,False,1.3621386609959951,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹89,723,708.54 vs ₹122,216,132.21.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
185,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,8,79.64355647584792,90.36770938092712,147000000.0,1.0,0.0,False,False,1.1346518586011576,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹117,076,028.02 vs ₹132,840,532.79.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
186,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,5,77.09082272479483,73.95045861741451,156430260.11,9430260.110000014,-0.7392537341157167,False,False,0.9592640991964628,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹156,430,260.11.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹115,219,099.58 vs ₹110,525,545.77.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
187,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,9,70.12027083208297,38.99748447313432,147000000.0,1.0,0.0,False,False,0.5561513669352706,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹103,076,798.12 vs ₹57,326,302.18.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
188,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,15,69.04169730905988,45.67881912489186,147000000.0,1.0,8690684.77000001,True,False,0.6616120533713724,80,0,50,44.55,BLUE,"{'financial': 'Allocation is 3x above the state median threshold: ₹155,690,684.77 > ₹147,000,003.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹107,491,491.32 vs ₹71,117,666.29.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 80, 'duplicate': 0, 'performance': 50}"
189,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,6,67.03985875082486,87.0819131762188,147000000.0,1.0,0.0,False,False,1.298957288974708,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹98,548,592.36 vs ₹128,010,412.37.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
190,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,7,38.5247114085434,33.194491916685124,147000000.0,1.0,0.0,False,False,0.8616415465041948,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹56,631,325.77 vs ₹48,795,903.12.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
191,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,6,39.26532492760225,38.71680921540121,147000000.0,1.0,0.0,False,False,0.9860305316914504,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹57,720,027.64 vs ₹56,913,709.55.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
192,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,5,81.6973186851531,28.89005092343276,147000000.0,1.0,0.0,False,False,0.3536229999759216,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹120,095,058.47 vs ₹42,468,374.86.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
193,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,10,90.63323415123664,26.85190388989202,147559100.0,424969.0,-1.0,False,False,0.2962699515399081,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,559,100.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹133,352,421.47 vs ₹39,508,315.45.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
194,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,14,64.3089382249283,82.3100012644053,147000000.0,1.0,0.0,False,False,1.2799154135699784,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹94,534,139.19 vs ₹120,995,701.86.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
195,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,12,30.426192893703487,31.5479190136454,147000000.0,1.0,0.0,False,False,1.0368671205057025,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹44,726,503.55 vs ₹46,375,440.95.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,14,73.48430659933675,45.50498913908443,152003923.11,1.0,0.0,False,False,0.6192477175731443,20,0,50,28.18,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹152,003,923.11.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending exceeds expected benchmarks moderately: ₹111,699,028.90 vs ₹69,169,368.70.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 50}"
197,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,13,75.00948770257851,61.69602278546803,147000000.0,1.0,0.0,False,False,0.8225095874551237,20,0,0,14.55,GREEN,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is aligned with expected completion output: ₹110,263,946.92 vs ₹90,693,153.49.', 'combined': 'Overall risk level GREEN from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 0}"
198,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,11,66.67831187792058,34.092113927936325,147000000.0,1.0,0.0,False,False,0.5112923972993588,20,0,80,36.36,BLUE,"{'financial': 'Allocation is within the expected state range around the median ₹147,000,000.00.', 'duplicate': 'No duplicate risk signal detected from name/constituency/state similarity.', 'performance': 'Spending is materially higher than expected for the completion rate: ₹98,017,118.46 vs ₹50,115,407.47.', 'combined': 'Overall risk level BLUE from financial, duplicate, and performance indicators.'}","{'financial': 20, 'duplicate': 0, 'performance': 80}"
